"Obec/město/KATASTR","Okres","Kraj","PČR útvar","Číslo katastru","Původní (chybné) zařazení/Poznámka","PRIORITA",,
"Makov","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Morašice","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Nová Sídla","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Nová Ves u Jarošova","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Osík","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Poříčí u Litomyšle","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Příluka","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Řídký","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Sedliště","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Strakov","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Suchá Lhota","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Trstěnice","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Tržek","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Újezdec","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Vidlatá Seč","Svitavy","Pardubický kraj","OOP Litomyšl",,,,"oop litomyšl",
"Bílá Lhota","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Bílsko","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Bouzov","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Červenka","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Cholina","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Dubčany","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Haňovice","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Litovel","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Loučka","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Luká","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Měrotín","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Mladeč","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Náklo","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Pňovice","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Příkazy","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Senice na Hané","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Senička","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Slavětín","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Střeň","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Vilémov","Olomouc","Olomoucký kraj","OOP Litovel",,,,"oop litovel",
"Litvínov","Most","Ústecký kraj","OOP Litvínov",,,,"oop litvínov",
"Lom","Most","Ústecký kraj","OOP Litvínov",,,,"oop litvínov",
"Louka u Litvínova","Most","Ústecký kraj","OOP Litvínov",,,,"oop litvínov",
"Mariánské Radčice","Most","Ústecký kraj","OOP Litvínov",,,,"oop litvínov",
"Meziboří","Most","Ústecký kraj","OOP Litvínov",,"Enkláva, bývalé OOP Meziboří; celou obec zahrneme pod OOP Litvínov",1,"oop litvínov",
"ŠUMNÁ U LITVÍNOVA","Most","Ústecký kraj","OOP Litvínov-Hamr",686174,"OOP Litvínov",1,"oop litvínov-hamr",
"HAMR U LITVÍNOVA","Most","Ústecký kraj","OOP Litvínov-Hamr",637050,"OOP Litvínov",1,"oop litvínov-hamr",
"JANOV U LITVÍNOVA","Most","Ústecký kraj","OOP Litvínov-Hamr",637068,"OOP Litvínov",1,"oop litvínov-hamr",
"KŘÍŽATKY","Most","Ústecký kraj","OOP Litvínov-Hamr",637076,"OOP Litvínov",1,"oop litvínov-hamr",
"LOUNICE","Most","Ústecký kraj","OOP Litvínov-Hamr",686182,"OOP Litvínov",1,"oop litvínov-hamr",
"Brandov","Most","Ústecký kraj","OOP Litvínov-Hamr",,"OOP Litvínov",1,"oop litvínov-hamr",
"Český Jiřetín","Most","Ústecký kraj","OOP Litvínov-Hamr",,"OOP Litvínov",1,"oop litvínov-hamr",
"Hora Svaté Kateřiny","Most","Ústecký kraj","OOP Litvínov-Hamr",,"OOP Litvínov",1,"oop litvínov-hamr",
"Horní Jiřetín","Most","Ústecký kraj","OOP Litvínov-Hamr",,"OOP Litvínov",1,"oop litvínov-hamr",
"Klíny","Most","Ústecký kraj","OOP Litvínov-Hamr",,"OOP Litvínov",1,"oop litvínov-hamr",
"Nová Ves v Horách","Most","Ústecký kraj","OOP Litvínov-Hamr",,"OOP Litvínov",1,"oop litvínov-hamr",
"Loket","Sokolov","Karlovarský kraj","OOP Loket",,,,"oop loket",
"Nové Sedlo","Sokolov","Karlovarský kraj","OOP Loket",,,,"oop loket",
"Staré Sedlo","Sokolov","Karlovarský kraj","OOP Loket",,,,"oop loket",
"Bělá","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Bradlecká Lhota","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Holenice","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Lomnice nad Popelkou","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Nová Ves nad Popelkou","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Stružinec","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Svojek","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Syřenov","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Veselá","Semily","Liberecký kraj","OOP Lomnice nad Popelkou",,,,"oop lomnice nad popelkou",
"Blšany u Loun","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Černčice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Chlumčany","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Chožov","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Chraberce","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Cítoliby","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Dobroměřice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Hříškov","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Koštice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Kozly","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Libčeves","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Líšťany","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Louny","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Nová Ves","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Obora","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Panenský Týnec","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Peruc","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Počedělice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Slavětín","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Smolnice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Toužetín","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Úherce","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Veltěže","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Vrbno nad Lesy","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Vršovice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Želkovice","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Žerotín","Louny","Ústecký kraj","OOP Louny",,,,"oop louny",
"Chodovlice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Chotěšov","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Chotiměř","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Čížkovice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Děčany","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Dlažkovice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Jenčice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Lhotka nad Labem","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Lkáň","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Lovosice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Lukavec","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Malé Žernoseky","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Podsedice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Prackovice nad Labem","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Siřejovice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Sulejovice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Třebenice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Třebívlice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Úpohlavy","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Vchynice","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Velemín","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Vlastislav","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Vrbičany","Litoměřice","Ústecký kraj","OOP Lovosice",,,,"oop lovosice",
"Biskupice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Březůvky","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Dobrkovice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Dolní Lhota","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Doubravy","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Horní Lhota","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Hřivínův Újezd","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Kaňovice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Kelníky","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Ludkovice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Luhačovice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Podhradí","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Pozlovice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Provodov","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Sehradice","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Slopné","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Velký Ořechov","Zlín","Zlínský kraj","OOP Luhačovice",,,,"oop luhačovice",
"Blatec","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Bystročice","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Charváty","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Drahanovice","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Dub nad Moravou","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Hněvotín","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Kožušany-Tážaly","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Loučany","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Luběnice","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Lutín","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Náměšť na Hané","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Olbramice","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Slatinice","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Těšetice","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Ústín","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"Věrovany","Olomouc","Olomoucký kraj","OOP Lutín",,,,"oop lutín",
"NEDVĚZÍ U OLOMOUCE","Olomouc","Olomoucký kraj","OOP Lutín",702358,"OOP Olomouc 1",2,"oop lutín",
"Býkev","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Hořín","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Jeviněves","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Ledčice","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Lužec nad Vltavou","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Nová Ves","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Spomyšl","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Vraňany","Mělník","Středočeský kraj","OOP Lužec nad Vltavou",,,,"oop lužec nad vltavou",
"Lysá nad Labem","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Ostrá","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Přerov nad Labem","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Semice","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Stará Lysá","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Starý Vestec","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Stratov","Nymburk","Středočeský kraj","OOP Lysá nad Labem",,,,"oop lysá nad labem",
"Dolní Žandov","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Drmoul","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Lázně Kynžvart","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Mariánské Lázně","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Mnichov","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Ovesné Kladruby","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Prameny","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Stará Voda","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Tři Sekery","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Trstěnice","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Valy","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Velká Hleďsebe","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Vlkovice","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Zádub-Závišín","Cheb","Karlovarský kraj","OOP Mariánské Lázně",,,,"oop mariánské lázně",
"Byšice","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Hostín","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Lhotka","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Liblice","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Malý Újezd","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Mělník","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Velký Borek","Mělník","Středočeský kraj","OOP Mělník",,,,"oop mělník",
"Choťovice","Kolín","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Žehuň","Kolín","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Běrunice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Chotěšice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Chroustov","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Činěves","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Dlouhopolsko","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Dobšice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Dymokury","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Hradčany","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Kněžice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Kněžičky","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Kolaje","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Městec Králové","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Opočnice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Podmoky","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Sloveč","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Velenice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Vrbice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Záhornice","Nymburk","Středočeský kraj","OOP Městec Králové",,,,"oop městec králové",
"Bohušov","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Dívčí Hrad","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Heřmanovice","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Hlinka","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Holčovice","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Janov","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Jindřichov","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Liptaň","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Město Albrechtice","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Osoblaha","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Petrovice","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Rusín","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Slezské Pavlovice","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Slezské Rudoltice","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Třemešná","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Vysoká","Bruntál","Moravskoslezský kraj","OOP Město Albrechtice",,,,"oop město albrechtice",
"Bdeněves","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Čeminy","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Chotíkov","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Kozolupy","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Město Touškov","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Myslinka","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Plešnice","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Pňovany","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Újezd nade Mží","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Úlice","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"Vochov","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",,,,"oop město touškov",
"DOLNÍ VLKÝŠ","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",690813,"OOP Plzeň - Skvrňany",2,"oop město touškov",
"MALESICE","Plzeň-sever","Plzeňský kraj","OOP Město Touškov",690821,"OOP Plzeň - Skvrňany",2,"oop město touškov",
"Bavory","Břeclav","Jihomoravský kraj","OOP Mikulov",,"OOP Mikulov dobré, jen severní hranice u novomlýnské nádrže prochází po jižním břehu horní a střední nádrže a napojuje se přes most u Strachotína",4,"oop mikulov",
"Březí","Břeclav","Jihomoravský kraj","OOP Mikulov",,,,"oop mikulov",
"Brod nad Dyjí","Břeclav","Jihomoravský kraj","OOP Mikulov",,,,"oop mikulov",
"Dobré Pole","Břeclav","Jihomoravský kraj","OOP Mikulov",,,,"oop mikulov",
